[ 2024-01-28 14:37:44,618] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-01-28 14:37:46,198] 25 root - INFO - Entered the data ingestion method or component
[ 2024-01-28 14:37:46,207] 28 root - INFO - Data is read 
[ 2024-01-28 14:37:46,212] 33 root - INFO - Train test split intiated
[ 2024-01-28 14:37:46,220] 38 root - INFO - Ingestion of the data is completed
[ 2024-01-28 14:37:46,224] 65 root - INFO - Read train and test data completed
[ 2024-01-28 14:37:46,224] 66 root - INFO - Obtaining preprocessing object
[ 2024-01-28 14:37:46,224] 37 root - INFO - numerical columns encoding completed
[ 2024-01-28 14:37:46,224] 47 root - INFO - categorical columns encoding completed
[ 2024-01-28 14:37:46,226] 79 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-01-28 14:37:46,243] 91 root - INFO - Saved preprocessing object.
[ 2024-01-28 14:37:46,247] 31 root - INFO - Spliting training and test input data
[ 2024-01-28 14:37:46,668] 59 root - INFO - Best model found on both training and testing dataset
